User_ID,User_Name,Gender,City,Movie,Genre,Actor,Director,OTT_Platform,Movie_Rating,Watch_Time_Minutes,Wishlist_Movies,Watch_History,Recommended_Movie,Watch_Date
575,Krishna Yadav,Male,Hyderabad,Interstellar,Sci-Fi,Prabhas,Sukumar,ZEE5,2,151,RRR,"KGF, RRR",KGF,2024-10-27
576,Pooja Verma,Female,Delhi,Joker,Drama,Yash,Matt Reeves,Disney+ Hotstar,1,179,Avatar,"Titanic, The Batman, Joker, Pushpa",Avengers,2024-12-08
577,Sara Reddy,Female,Mumbai,Titanic,Romance,Shah Rukh Khan,James Cameron,SonyLIV,1,86,"RRR, The Batman","Avatar, KGF, Joker, Avengers",Pushpa,2024-12-27
578,Riya Nair,Female,Delhi,Avengers,Action,Ram Charan,James Cameron,Netflix,1,154,"Avatar, Pushpa","RRR, Joker",The Batman,2024-11-03
579,Aditya Nair,Female,Chennai,Inception,Sci-Fi,Jr NTR,Christopher Nolan,ZEE5,5,228,"Interstellar, Avatar, RRR","Interstellar, Joker, The Batman, Pushpa, Avengers",Interstellar,2024-02-22
580,Ira Sharma,Female,Mumbai,KGF,Action,Jr NTR,Matt Reeves,SonyLIV,2,131,"RRR, The Batman, Inception","RRR, Avengers, Pushpa",The Batman,2024-11-24
581,Ira Sharma,Male,Bangalore,Interstellar,Sci-Fi,Yash,Russo Brothers,ZEE5,5,226,"Joker, Avengers, RRR","Interstellar, The Batman, RRR, Avengers",Titanic,2024-11-16
582,Ishaan Khan,Male,Pune,Joker,Drama,Joaquin Phoenix,Russo Brothers,Amazon Prime,2,179,"Avatar, The Batman","Titanic, Avatar",KGF,2024-05-25
583,Arjun Shetty,Female,Delhi,Inception,Sci-Fi,Prabhas,Todd Phillips,Netflix,3,43,"Avatar, Pushpa","Joker, Avengers",Inception,2024-04-29
584,Ishaan Joshi,Male,Delhi,Inception,Sci-Fi,Leonardo DiCaprio,James Cameron,Amazon Prime,4,179,"Inception, RRR, The Batman","Joker, The Batman, Avatar",Inception,2024-05-13
585,Reyansh Nair,Female,Delhi,Interstellar,Sci-Fi,Joaquin Phoenix,S. S. Rajamouli,SonyLIV,5,110,"Avengers, The Batman","The Batman, Pushpa, Joker, Inception, Avengers",Pushpa,2024-07-21
586,Sai Das,Female,Bangalore,Pushpa,Action,Prabhas,Russo Brothers,SonyLIV,4,202,"Avengers, Inception, Pushpa","Pushpa, Inception, RRR, Titanic",Interstellar,2024-07-23
587,Anika Reddy,Female,Hyderabad,Avatar,Action,Robert Downey Jr.,Russo Brothers,Disney+ Hotstar,2,37,"Avatar, KGF","Avatar, Joker, Interstellar",Avatar,2024-06-24
588,Aanya Gupta,Female,Chennai,Titanic,Romance,Ram Charan,Christopher Nolan,Netflix,4,148,"Avatar, KGF, Avengers","KGF, Joker, Interstellar",Inception,2024-10-01
589,Shaurya Choudhary,Male,Pune,KGF,Action,Christian Bale,Matt Reeves,Disney+ Hotstar,4,231,Inception,"RRR, Avengers, The Batman",Avatar,2024-04-07
590,Vihaan Malhotra,Female,Hyderabad,Titanic,Romance,Joaquin Phoenix,Todd Phillips,Disney+ Hotstar,3,33,"Interstellar, Inception, KGF","RRR, Pushpa, The Batman, Inception, Joker",RRR,2024-08-20
591,Shaurya Agarwal,Female,Bangalore,Joker,Drama,Christian Bale,Todd Phillips,SonyLIV,2,55,Avengers,"Titanic, Joker",Joker,2024-04-08
592,Aadhya Patel,Male,Delhi,RRR,Drama,Christian Bale,Atlee,SonyLIV,3,207,Interstellar,"RRR, Inception",KGF,2024-06-29
593,Aadhya Joshi,Female,Pune,The Batman,Action,Allu Arjun,Prashanth Neel,Disney+ Hotstar,1,65,"Inception, The Batman","RRR, Avatar",RRR,2024-10-31
594,Pooja Kulkarni,Male,Mumbai,Titanic,Romance,Robert Downey Jr.,Atlee,Amazon Prime,5,97,"Interstellar, The Batman, RRR","RRR, Joker, Pushpa",RRR,2024-06-12
595,Aadhya Gupta,Male,Chennai,Inception,Sci-Fi,Robert Downey Jr.,Todd Phillips,SonyLIV,3,96,"Avengers, Joker","Avengers, Titanic, The Batman",Avengers,2024-04-18
596,Sai Malhotra,Male,Bangalore,Pushpa,Action,Joaquin Phoenix,Sandeep Reddy Vanga,Netflix,1,152,RRR,"Titanic, Avatar, Interstellar, The Batman, KGF",Titanic,2024-02-12
597,Myra Kulkarni,Male,Chennai,RRR,Drama,Joaquin Phoenix,James Cameron,ZEE5,4,63,RRR,"Avengers, Interstellar, RRR, Titanic",Avatar,2024-05-09
598,Pooja Khan,Female,Pune,Avatar,Action,Prabhas,Sandeep Reddy Vanga,Disney+ Hotstar,4,186,"Avengers, Interstellar, Inception","Interstellar, Inception, KGF",Avengers,2024-07-09
599,Aditya Kapoor,Female,Delhi,RRR,Drama,Yash,Sandeep Reddy Vanga,ZEE5,3,104,"Interstellar, Pushpa, Titanic","RRR, Avengers, Titanic, Pushpa, Joker",RRR,2024-06-12
600,Sai Gupta,Male,Chennai,The Batman,Action,Prabhas,Matt Reeves,Amazon Prime,5,170,Titanic,"Avatar, Inception, RRR",Avengers,2024-03-24
601,Arjun Malhotra,Female,Hyderabad,Titanic,Romance,Joaquin Phoenix,Atlee,Amazon Prime,1,229,"Pushpa, Joker","Avengers, Joker",Titanic,2024-02-28
602,Ishaan Kulkarni,Female,Hyderabad,The Batman,Action,Joaquin Phoenix,Sukumar,Netflix,5,220,Titanic,"RRR, KGF, The Batman",KGF,2024-05-28
603,Krishna Nair,Female,Chennai,Avengers,Action,Yash,Matt Reeves,ZEE5,2,72,"Joker, Titanic","Interstellar, KGF, Avatar",Interstellar,2024-09-07
604,Sara Verma,Male,Chennai,Titanic,Romance,Joaquin Phoenix,Todd Phillips,SonyLIV,1,72,"Titanic, Avengers, Joker","Avatar, The Batman, RRR",Interstellar,2024-02-04
605,Riya Nair,Female,Pune,RRR,Drama,Robert Downey Jr.,Matt Reeves,Disney+ Hotstar,2,170,"Avengers, Titanic","Pushpa, The Batman, KGF, RRR, Titanic",Interstellar,2024-09-27
606,Myra Kulkarni,Female,Hyderabad,The Batman,Action,Shah Rukh Khan,Sandeep Reddy Vanga,Disney+ Hotstar,5,75,KGF,"Joker, Pushpa",Avatar,2024-09-17
607,Pooja Bansal,Male,Hyderabad,Joker,Drama,Shah Rukh Khan,Sukumar,SonyLIV,4,67,Titanic,"Joker, The Batman",Interstellar,2024-02-12
608,Anika Iyer,Male,Delhi,KGF,Action,Joaquin Phoenix,Prashanth Neel,SonyLIV,2,142,"Avatar, KGF","Avatar, Titanic, RRR",Pushpa,2024-02-28
609,Vivaan Kulkarni,Female,Hyderabad,Titanic,Romance,Yash,James Cameron,SonyLIV,3,182,Interstellar,"KGF, RRR",The Batman,2024-01-03
610,Reyansh Malhotra,Male,Bangalore,Inception,Sci-Fi,Ram Charan,Russo Brothers,Disney+ Hotstar,5,235,Titanic,"Avatar, RRR, Joker, Titanic",Titanic,2024-12-07
611,Vivaan Singh,Female,Pune,Avengers,Action,Prabhas,Sandeep Reddy Vanga,Netflix,2,83,Interstellar,"Pushpa, Titanic, KGF, Avatar, Interstellar",Avatar,2024-09-19
612,Myra Gupta,Male,Delhi,Avatar,Action,Joaquin Phoenix,Christopher Nolan,ZEE5,1,80,RRR,"The Batman, RRR, Interstellar",Joker,2024-03-02
613,Riya Kulkarni,Male,Mumbai,The Batman,Action,Robert Downey Jr.,Atlee,Disney+ Hotstar,3,117,"The Batman, KGF","Avatar, Titanic, KGF",Joker,2024-02-19
614,Krishna Khan,Female,Delhi,Inception,Sci-Fi,Jr NTR,Sukumar,ZEE5,3,57,Avengers,"Interstellar, Avatar, The Batman, Joker, KGF",Avengers,2024-07-26
615,Krishna Malhotra,Male,Chennai,The Batman,Action,Jr NTR,Prashanth Neel,Disney+ Hotstar,2,135,RRR,"Interstellar, KGF, Joker, RRR",The Batman,2024-11-12
616,Reyansh Choudhary,Male,Mumbai,RRR,Drama,Jr NTR,S. S. Rajamouli,Disney+ Hotstar,4,60,"The Batman, Joker, KGF","Titanic, RRR, Interstellar, Inception, Pushpa",Interstellar,2024-12-04
617,Ira Patel,Female,Mumbai,Interstellar,Sci-Fi,Prabhas,Prashanth Neel,Disney+ Hotstar,2,171,RRR,"Interstellar, KGF",Avatar,2024-04-10
618,Vivaan Nair,Male,Pune,Interstellar,Sci-Fi,Ram Charan,Christopher Nolan,ZEE5,1,68,Avengers,"Inception, Avengers, Titanic",Joker,2024-07-18
619,Aditya Nair,Female,Chennai,RRR,Drama,Christian Bale,Prashanth Neel,Disney+ Hotstar,3,216,"KGF, Avatar","Avengers, Titanic, Avatar",Avatar,2024-04-10
620,Vihaan Singh,Female,Chennai,Avatar,Action,Jr NTR,Sukumar,SonyLIV,2,196,"Inception, Avatar, KGF","RRR, KGF, Pushpa, Interstellar, Avengers",The Batman,2024-11-03
621,Aarav Khan,Female,Hyderabad,Inception,Sci-Fi,Jr NTR,Russo Brothers,Disney+ Hotstar,3,216,Pushpa,"The Batman, Inception, Avatar, KGF",Interstellar,2024-10-01
622,Krishna Sharma,Male,Mumbai,Inception,Sci-Fi,Allu Arjun,S. S. Rajamouli,Disney+ Hotstar,4,111,"Inception, RRR","Avengers, Avatar, Titanic",Joker,2024-03-05
623,Aditya Khan,Female,Hyderabad,The Batman,Action,Christian Bale,Todd Phillips,Netflix,1,95,"Inception, Interstellar, Avengers","RRR, KGF, Avengers, Avatar",RRR,2024-11-09
624,Krishna Yadav,Female,Chennai,Avengers,Action,Jr NTR,James Cameron,Amazon Prime,4,43,"KGF, Pushpa","Avatar, Joker, Titanic",KGF,2024-01-19
625,Vihaan Das,Male,Mumbai,Titanic,Romance,Yash,Prashanth Neel,ZEE5,4,202,KGF,"Avengers, Joker, Interstellar",KGF,2024-01-24
626,Myra Gupta,Male,Delhi,Joker,Drama,Leonardo DiCaprio,Atlee,Netflix,4,72,"The Batman, Joker, Avatar","KGF, Avengers",Inception,2024-08-28
627,Sai Verma,Male,Pune,Inception,Sci-Fi,Prabhas,Atlee,Disney+ Hotstar,5,161,"Joker, Pushpa","RRR, Avengers",Titanic,2024-07-22
628,Anika Kulkarni,Female,Pune,Inception,Sci-Fi,Yash,Russo Brothers,Amazon Prime,3,204,Pushpa,"The Batman, RRR, Inception, Interstellar",Interstellar,2024-02-22
629,Anika Sharma,Male,Hyderabad,Joker,Drama,Yash,Matt Reeves,ZEE5,4,125,Avatar,"Joker, Avengers",The Batman,2024-12-04
630,Ira Iyer,Male,Chennai,Interstellar,Sci-Fi,Prabhas,Atlee,Netflix,3,86,Joker,"Joker, RRR, Interstellar, Avengers, Inception",Joker,2024-12-28
631,Reyansh Joshi,Female,Bangalore,Interstellar,Sci-Fi,Jr NTR,Atlee,Amazon Prime,2,197,"RRR, The Batman, Titanic","The Batman, Avengers, Avatar",The Batman,2024-04-14
632,Diya Verma,Male,Mumbai,RRR,Drama,Allu Arjun,Matt Reeves,Disney+ Hotstar,2,231,KGF,"RRR, Inception, Pushpa, Titanic, Avatar",RRR,2024-09-28
633,Myra Gupta,Male,Chennai,Inception,Sci-Fi,Leonardo DiCaprio,Christopher Nolan,ZEE5,1,217,RRR,"Pushpa, Inception, Avatar",Joker,2024-09-07
634,Myra Gupta,Female,Chennai,Avengers,Action,Ram Charan,Sandeep Reddy Vanga,ZEE5,1,189,"Interstellar, Joker","Titanic, The Batman, Avengers",The Batman,2024-02-19
635,Aanya Singh,Male,Bangalore,The Batman,Action,Yash,Russo Brothers,Netflix,1,138,KGF,"Interstellar, Avengers, Titanic",Inception,2024-09-28
636,Ira Agarwal,Male,Pune,The Batman,Action,Yash,Todd Phillips,Disney+ Hotstar,5,177,"KGF, Inception, The Batman","Joker, Avengers, KGF, Pushpa",Avengers,2024-02-18
637,Reyansh Bansal,Female,Pune,KGF,Action,Ram Charan,Todd Phillips,Netflix,1,221,Pushpa,"Joker, The Batman, KGF",KGF,2024-06-01
638,Sai Yadav,Male,Delhi,Avengers,Action,Allu Arjun,Atlee,Amazon Prime,1,67,"Titanic, RRR","RRR, The Batman",Avatar,2024-07-12
639,Ishaan Mehta,Male,Chennai,Interstellar,Sci-Fi,Prabhas,Prashanth Neel,Amazon Prime,4,136,Titanic,"The Batman, Titanic, Pushpa, Interstellar",KGF,2024-12-23
640,Riya Kapoor,Female,Mumbai,Interstellar,Sci-Fi,Ram Charan,James Cameron,SonyLIV,2,126,"The Batman, Pushpa, RRR","Joker, Avatar, The Batman, Interstellar",Inception,2024-06-28
641,Vihaan Verma,Male,Delhi,The Batman,Action,Shah Rukh Khan,Prashanth Neel,Disney+ Hotstar,4,135,"Joker, KGF","Titanic, The Batman, Joker",Pushpa,2024-06-22
642,Aanya Shetty,Male,Mumbai,Avatar,Action,Joaquin Phoenix,Matt Reeves,SonyLIV,3,38,Titanic,"Joker, Pushpa",Avengers,2024-11-01
643,Arjun Agarwal,Female,Chennai,Titanic,Romance,Robert Downey Jr.,Christopher Nolan,SonyLIV,2,157,Avengers,"RRR, Avengers, Avatar, Interstellar",Joker,2024-10-27
644,Aditya Patel,Female,Hyderabad,KGF,Action,Robert Downey Jr.,Atlee,Disney+ Hotstar,5,31,"The Batman, Avengers, Avatar","Joker, KGF, Pushpa, RRR, The Batman",Avengers,2024-06-03
645,Anika Das,Female,Hyderabad,Titanic,Romance,Christian Bale,S. S. Rajamouli,ZEE5,3,108,"Interstellar, RRR","Avengers, Joker, KGF",Joker,2024-02-12
646,Pooja Kapoor,Female,Pune,Interstellar,Sci-Fi,Ram Charan,Todd Phillips,Amazon Prime,2,124,Interstellar,"Pushpa, RRR, Avatar, Interstellar, Avengers",KGF,2024-12-26
647,Sai Iyer,Female,Chennai,Titanic,Romance,Yash,Matt Reeves,Amazon Prime,2,233,"Avatar, Titanic","RRR, Avatar, Pushpa, Interstellar, Joker",The Batman,2024-06-12
648,Diya Iyer,Female,Hyderabad,Avengers,Action,Joaquin Phoenix,Matt Reeves,ZEE5,3,148,Pushpa,"Joker, Inception, Avatar",Titanic,2024-07-10
649,Riya Joshi,Male,Chennai,Joker,Drama,Joaquin Phoenix,James Cameron,SonyLIV,1,90,"Inception, Pushpa","Avengers, Inception, The Batman, Joker, Pushpa",Interstellar,2024-11-28
650,Aarav Agarwal,Female,Hyderabad,Titanic,Romance,Joaquin Phoenix,Sandeep Reddy Vanga,Netflix,2,61,Pushpa,"Titanic, Avatar",Titanic,2024-04-09
651,Aadhya Singh,Female,Hyderabad,Interstellar,Sci-Fi,Robert Downey Jr.,Todd Phillips,SonyLIV,4,221,KGF,"RRR, The Batman",Inception,2024-11-30
652,Aarav Joshi,Male,Mumbai,Interstellar,Sci-Fi,Shah Rukh Khan,Prashanth Neel,SonyLIV,3,163,RRR,"RRR, KGF, Joker",KGF,2024-05-14
653,Shaurya Sharma,Female,Chennai,Titanic,Romance,Allu Arjun,Atlee,Disney+ Hotstar,5,62,"Titanic, Inception","Titanic, KGF",RRR,2024-12-25
654,Ananya Sharma,Male,Delhi,Avatar,Action,Prabhas,Matt Reeves,SonyLIV,2,76,Pushpa,"The Batman, RRR, Avengers, Pushpa, Inception",KGF,2024-09-28
655,Myra Mehta,Female,Chennai,The Batman,Action,Shah Rukh Khan,Prashanth Neel,Netflix,1,30,Titanic,"Avengers, Pushpa, Titanic, KGF",Joker,2024-09-16
656,Aanya Shetty,Female,Mumbai,Titanic,Romance,Christian Bale,Prashanth Neel,Disney+ Hotstar,3,164,"The Batman, Titanic","Interstellar, Joker",Joker,2024-06-17
657,Sai Sharma,Male,Delhi,The Batman,Action,Jr NTR,S. S. Rajamouli,Amazon Prime,3,236,Avengers,"Avengers, Interstellar, Inception, Titanic",Pushpa,2024-04-21
658,Sara Khan,Female,Pune,Pushpa,Action,Robert Downey Jr.,Matt Reeves,Netflix,4,42,"Avengers, Joker","Inception, Avengers, Pushpa, Avatar",Joker,2024-06-11
659,Reyansh Nair,Male,Hyderabad,The Batman,Action,Leonardo DiCaprio,Sukumar,SonyLIV,2,116,"Avatar, Avengers, Interstellar","Avengers, RRR, Pushpa, Inception, The Batman",KGF,2024-08-07
660,Vihaan Sharma,Female,Hyderabad,Joker,Drama,Leonardo DiCaprio,Atlee,Disney+ Hotstar,3,148,"RRR, Joker","Avengers, The Batman",Pushpa,2024-03-18
661,Shaurya Mehta,Male,Bangalore,The Batman,Action,Shah Rukh Khan,Sukumar,Disney+ Hotstar,4,111,"Avengers, RRR, Avatar","The Batman, Inception",Interstellar,2024-01-12
662,Ishaan Mehta,Male,Hyderabad,Joker,Drama,Yash,Sukumar,Amazon Prime,1,102,"Titanic, Interstellar, RRR","The Batman, RRR, Avatar",Pushpa,2024-02-16
663,Aarav Iyer,Female,Bangalore,Joker,Drama,Prabhas,Christopher Nolan,Amazon Prime,3,52,"Pushpa, Joker, Inception","Avengers, Joker, KGF, Titanic",Inception,2024-01-16
664,Pooja Kapoor,Male,Chennai,Titanic,Romance,Prabhas,Sandeep Reddy Vanga,Amazon Prime,1,215,"Pushpa, Joker, The Batman","The Batman, KGF, RRR, Interstellar",Avengers,2024-10-30
665,Diya Das,Female,Delhi,Joker,Drama,Allu Arjun,Sandeep Reddy Vanga,ZEE5,3,62,Avengers,"Inception, The Batman, Titanic, Avatar, RRR",Avengers,2024-06-12
666,Shaurya Patel,Female,Mumbai,RRR,Drama,Yash,Atlee,ZEE5,5,30,"RRR, KGF, Interstellar","RRR, Pushpa, The Batman",Joker,2024-02-10
667,Vivaan Khan,Male,Hyderabad,Joker,Drama,Leonardo DiCaprio,James Cameron,SonyLIV,4,145,"Inception, The Batman","Interstellar, KGF, RRR, Joker",Joker,2024-01-11
668,Aditya Nair,Male,Mumbai,Inception,Sci-Fi,Leonardo DiCaprio,S. S. Rajamouli,Netflix,1,98,"The Batman, Joker","Joker, Pushpa, Avengers, KGF, Titanic",The Batman,2024-09-02
669,Sara Kapoor,Male,Mumbai,The Batman,Action,Robert Downey Jr.,James Cameron,Disney+ Hotstar,2,99,"Pushpa, Avatar","Joker, Avatar, RRR, Avengers",Titanic,2024-08-13
670,Diya Kulkarni,Male,Bangalore,KGF,Action,Yash,Atlee,Netflix,2,175,"Interstellar, RRR, KGF","Joker, RRR, Pushpa",KGF,2024-04-11
671,Vivaan Agarwal,Female,Bangalore,Pushpa,Action,Ram Charan,S. S. Rajamouli,Disney+ Hotstar,5,143,"Joker, Avengers","Inception, Interstellar, Joker, RRR, Avatar",KGF,2024-09-04
672,Anika Joshi,Male,Mumbai,Pushpa,Action,Robert Downey Jr.,Russo Brothers,Disney+ Hotstar,5,32,The Batman,"KGF, Inception",KGF,2024-11-29
673,Vihaan Yadav,Female,Chennai,KGF,Action,Joaquin Phoenix,Atlee,Disney+ Hotstar,1,61,Joker,"Avengers, Titanic, Inception, KGF",Titanic,2024-03-20
674,Ananya Agarwal,Female,Pune,Interstellar,Sci-Fi,Christian Bale,Sandeep Reddy Vanga,Netflix,4,150,"Titanic, KGF","Inception, Pushpa, RRR, Avatar",The Batman,2024-05-22
675,Ishaan Yadav,Female,Hyderabad,Inception,Sci-Fi,Yash,Prashanth Neel,SonyLIV,2,143,"Interstellar, Avatar, KGF","Titanic, KGF, Avatar, RRR, Avengers",Avengers,2024-07-23
676,Krishna Malhotra,Female,Pune,Titanic,Romance,Shah Rukh Khan,Atlee,Amazon Prime,4,57,"Avatar, Titanic, Pushpa","Avengers, KGF",Joker,2024-08-21
677,Krishna Verma,Male,Pune,Avatar,Action,Joaquin Phoenix,Sukumar,Amazon Prime,1,65,"Avengers, Joker","Avatar, RRR, Pushpa, Titanic, Interstellar",Titanic,2024-07-27
678,Arjun Khan,Female,Mumbai,Avengers,Action,Shah Rukh Khan,Christopher Nolan,Disney+ Hotstar,4,198,"The Batman, Avatar, Inception","Avengers, KGF, Avatar, The Batman, Joker",Titanic,2024-10-21
679,Vivaan Khan,Male,Mumbai,Pushpa,Action,Allu Arjun,Christopher Nolan,Amazon Prime,5,161,"The Batman, Pushpa, Interstellar","Inception, RRR",KGF,2024-11-26
680,Vihaan Yadav,Male,Hyderabad,Avatar,Action,Christian Bale,S. S. Rajamouli,ZEE5,2,46,"Avengers, Interstellar","Inception, RRR, Titanic, Avengers",Avatar,2024-06-01
681,Aadhya Patel,Female,Bangalore,Avengers,Action,Jr NTR,Sandeep Reddy Vanga,Amazon Prime,1,75,"Titanic, Avatar, Avengers","The Batman, RRR, Pushpa, KGF, Joker",Inception,2024-09-24
682,Aadhya Bansal,Male,Mumbai,KGF,Action,Jr NTR,Christopher Nolan,SonyLIV,3,40,"KGF, The Batman, Inception","Avatar, Titanic, Joker, The Batman",Inception,2024-04-03
683,Aanya Reddy,Female,Mumbai,Pushpa,Action,Jr NTR,Prashanth Neel,Netflix,5,212,"Interstellar, The Batman","Joker, KGF",Inception,2024-07-08
684,Aditya Kapoor,Male,Mumbai,Joker,Drama,Shah Rukh Khan,Prashanth Neel,Amazon Prime,2,86,"Avengers, KGF","RRR, Inception, Interstellar",RRR,2024-11-17
685,Diya Reddy,Female,Bangalore,The Batman,Action,Joaquin Phoenix,S. S. Rajamouli,ZEE5,1,178,"Interstellar, KGF, The Batman","Joker, Interstellar, The Batman, Avatar, Avengers",The Batman,2024-05-07
686,Sai Khan,Female,Bangalore,Joker,Drama,Leonardo DiCaprio,Christopher Nolan,SonyLIV,3,198,"KGF, Avengers","RRR, Inception, Pushpa, Avatar, Interstellar",Avengers,2024-04-16
687,Aadhya Malhotra,Male,Bangalore,Inception,Sci-Fi,Christian Bale,Christopher Nolan,ZEE5,2,157,"Joker, RRR, KGF","Pushpa, The Batman, Interstellar",Joker,2024-04-23
688,Vihaan Das,Male,Mumbai,Joker,Drama,Ram Charan,Prashanth Neel,Netflix,4,220,Avatar,"RRR, Titanic, Avatar",Pushpa,2024-03-08
689,Sara Iyer,Female,Bangalore,The Batman,Action,Jr NTR,Sandeep Reddy Vanga,ZEE5,2,162,"The Batman, Joker, Interstellar","Titanic, Joker, Interstellar",Pushpa,2024-06-24
690,Riya Kulkarni,Female,Pune,Pushpa,Action,Ram Charan,Russo Brothers,ZEE5,4,119,Interstellar,"Pushpa, The Batman, Interstellar, KGF, Avengers",Titanic,2024-06-15
691,Aarav Agarwal,Female,Mumbai,Titanic,Romance,Christian Bale,Sandeep Reddy Vanga,Netflix,1,157,"Interstellar, Joker, Titanic","Pushpa, KGF, RRR, The Batman",KGF,2024-02-14
692,Ira Bansal,Female,Pune,Interstellar,Sci-Fi,Robert Downey Jr.,S. S. Rajamouli,SonyLIV,3,150,KGF,"The Batman, RRR, Pushpa",Avatar,2024-10-18
693,Pooja Khan,Male,Mumbai,Avatar,Action,Ram Charan,Russo Brothers,SonyLIV,4,137,Avengers,"RRR, KGF",KGF,2024-11-13
694,Shaurya Yadav,Female,Delhi,Joker,Drama,Yash,S. S. Rajamouli,SonyLIV,3,215,"Avatar, Avengers","Pushpa, Titanic, Interstellar, Inception, The Batman",Interstellar,2024-04-01
695,Vivaan Malhotra,Female,Pune,Avatar,Action,Jr NTR,Prashanth Neel,ZEE5,4,201,Interstellar,"Titanic, Inception",Pushpa,2024-03-26
696,Krishna Kapoor,Female,Mumbai,The Batman,Action,Christian Bale,Matt Reeves,SonyLIV,4,67,Titanic,"KGF, Avatar, Avengers, Titanic",RRR,2024-06-23
697,Ishaan Kulkarni,Male,Hyderabad,Avengers,Action,Christian Bale,James Cameron,ZEE5,2,147,The Batman,"RRR, Avengers, KGF, The Batman",Pushpa,2024-08-20
698,Shaurya Agarwal,Male,Hyderabad,Avengers,Action,Yash,Prashanth Neel,Amazon Prime,4,90,The Batman,"KGF, Avatar, RRR, Titanic, Inception",Titanic,2024-04-16
699,Aadhya Bansal,Male,Bangalore,Inception,Sci-Fi,Prabhas,Prashanth Neel,Netflix,4,223,"Interstellar, Avengers","Inception, KGF, Interstellar, Avengers",Avengers,2024-04-08
700,Ishaan Yadav,Male,Mumbai,The Batman,Action,Shah Rukh Khan,Russo Brothers,Amazon Prime,5,203,"KGF, RRR","Titanic, The Batman, Pushpa",The Batman,2024-05-11
701,Aanya Kulkarni,Male,Chennai,Avatar,Action,Joaquin Phoenix,Sandeep Reddy Vanga,SonyLIV,3,205,"KGF, Titanic","Avatar, Interstellar, Inception",The Batman,2024-05-28
702,Pooja Malhotra,Female,Delhi,The Batman,Action,Leonardo DiCaprio,Matt Reeves,Netflix,5,219,"Inception, Titanic, Pushpa","Pushpa, The Batman, Inception, Interstellar, KGF",Joker,2024-11-30
703,Anika Gupta,Male,Hyderabad,KGF,Action,Ram Charan,Atlee,ZEE5,5,84,Titanic,"Avengers, Interstellar, The Batman",RRR,2024-04-26
704,Anika Gupta,Female,Delhi,Avatar,Action,Leonardo DiCaprio,Matt Reeves,Disney+ Hotstar,3,124,KGF,"Interstellar, KGF",KGF,2024-04-13
705,Aadhya Sharma,Male,Pune,The Batman,Action,Jr NTR,Russo Brothers,SonyLIV,3,170,"KGF, RRR, Pushpa","Interstellar, Inception, Titanic",RRR,2024-06-04
706,Aarav Khan,Female,Bangalore,Avatar,Action,Leonardo DiCaprio,Todd Phillips,SonyLIV,2,48,"Joker, Inception","Inception, Avatar, Interstellar, Titanic",Avengers,2024-11-24
707,Ira Mehta,Male,Hyderabad,Avengers,Action,Allu Arjun,Russo Brothers,Amazon Prime,4,76,Inception,"The Batman, KGF",Avatar,2024-02-28
708,Ira Kulkarni,Male,Chennai,Pushpa,Action,Joaquin Phoenix,Prashanth Neel,Amazon Prime,1,179,"Pushpa, The Batman, Avengers","Pushpa, RRR, The Batman, Joker",Pushpa,2024-05-23
709,Aarav Patel,Male,Mumbai,Joker,Drama,Christian Bale,Sandeep Reddy Vanga,SonyLIV,4,167,"RRR, Avatar, Inception","Avatar, The Batman, Interstellar, Inception",Interstellar,2024-05-25
710,Anika Sharma,Female,Pune,Pushpa,Action,Allu Arjun,Sandeep Reddy Vanga,Netflix,4,109,Titanic,"Pushpa, Avengers, Titanic",Titanic,2024-11-27
711,Aarav Khan,Male,Delhi,Interstellar,Sci-Fi,Ram Charan,Todd Phillips,ZEE5,3,202,Pushpa,"Interstellar, KGF",Inception,2024-06-23
712,Riya Bansal,Male,Hyderabad,Avengers,Action,Jr NTR,Christopher Nolan,Netflix,1,63,"Pushpa, Interstellar","Avengers, Joker, KGF",Joker,2024-11-12
713,Reyansh Kulkarni,Male,Bangalore,Joker,Drama,Allu Arjun,Prashanth Neel,Netflix,1,228,"RRR, The Batman","Joker, KGF, RRR, Avengers, Inception",Joker,2024-08-28
714,Aarav Das,Female,Hyderabad,KGF,Action,Leonardo DiCaprio,Sukumar,Amazon Prime,1,208,Avatar,"Inception, Pushpa",Interstellar,2024-09-22
715,Sai Das,Female,Bangalore,Interstellar,Sci-Fi,Shah Rukh Khan,S. S. Rajamouli,SonyLIV,4,238,"Inception, RRR","Avengers, Inception, The Batman",Titanic,2024-07-14
716,Vihaan Kulkarni,Female,Chennai,Avengers,Action,Prabhas,Matt Reeves,Amazon Prime,4,100,RRR,"Interstellar, KGF",Pushpa,2024-04-26
717,Krishna Shetty,Female,Pune,Inception,Sci-Fi,Joaquin Phoenix,S. S. Rajamouli,ZEE5,1,37,"Avatar, Titanic","Avengers, Pushpa, Avatar",Joker,2024-10-26
718,Vihaan Iyer,Male,Bangalore,Interstellar,Sci-Fi,Christian Bale,Matt Reeves,Amazon Prime,2,189,The Batman,"The Batman, Pushpa",The Batman,2024-01-22
719,Diya Yadav,Male,Pune,Inception,Sci-Fi,Joaquin Phoenix,S. S. Rajamouli,Netflix,4,89,"The Batman, Avengers","Titanic, RRR, Inception",The Batman,2024-11-01
